f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,labels
86.944,98.056,97.778,96.944,98.056,79.167,37.778,96.111,96.389,98.056,97.222,97.222,97.778,90.278,95.833,97.5,95.833,98.333,96.667,96.667,95.833,95.833,97.5,96.111,97.778,96.389,96.944,96.111,96.111,97.5,96.667,96.944,95.556,95.556,94.444,96.667,96.667,98.056,96.667,93.889,91.111,61.111,48.056,96.111,97.222,97.778,96.667,63.611,36.944,A
95.556,90,45.556,41.389,38.056,33.889,30.278,63.611,95.278,55.278,47.5,43.611,39.167,33.889,60,70.278,93.611,78.889,48.611,44.167,38.333,61.111,69.722,76.111,88.889,95.278,49.722,42.778,63.611,72.778,79.722,83.889,87.778,95.278,76.667,94.722,97.778,98.889,99.167,98.889,98.889,97.222,97.222,98.333,98.889,98.889,98.333,97.778,92.222,B
40.833,63.333,93.889,48.056,37.5,33.889,30.833,47.5,59.444,84.444,93.889,51.944,38.333,34.444,50.833,62.5,73.056,81.389,90.556,46.111,36.944,58.611,66.944,73.889,94.444,70.833,54.167,42.222,95.278,97.778,97.222,81.944,69.167,58.611,48.056,53.611,53.333,55,59.722,92.5,62.222,52.5,38.889,44.444,47.222,49.722,51.944,92.5,61.389,C
65,57.5,55.556,54.167,53.333,56.944,54.722,71.667,66.111,64.167,65,97.5,97.778,96.111,96.111,73.056,73.056,80,98.056,98.056,96.944,92.778,79.167,80,85,98.889,97.778,97.222,48.889,93.889,84.167,86.667,96.667,97.222,95.278,39.722,92.222,87.222,88.056,92.5,97.778,54.722,33.333,45.833,96.944,90,97.5,68.333,35.833,D
38.889,58.889,97.778,98.889,98.333,98.889,97.778,95,97.222,98.889,97.778,98.889,96.944,72.5,96.667,98.333,98.333,98.889,98.333,95.556,62.778,69.722,96.389,97.778,98.056,96.389,74.444,64.167,88.333,98.056,98.889,98.056,98.889,97.778,79.722,96.667,98.333,98.889,99.444,97.778,98.056,96.389,97.222,98.333,98.611,98.889,98.333,95.556,43.056,E
45.833,97.222,98.333,98.611,98.889,98.611,97.222,96.111,97.222,98.333,98.056,98.889,97.222,61.944,97.778,98.333,97.778,98.611,95.556,68.333,53.333,97.778,98.333,97.222,97.222,71.389,60.556,48.889,96.111,97.778,97.222,91.111,73.611,60,44.444,96.111,98.333,98.056,98.333,98.056,77.222,39.167,77.222,98.056,98.056,97.778,97.5,39.722,31.667,F
36.667,41.389,48.611,56.667,92.222,55.556,42.5,45.278,51.667,58.611,65.278,92.778,67.222,58.056,68.333,63.611,66.389,72.778,96.389,78.611,96.944,93.056,75.278,75,76.944,97.5,88.333,95,95.556,82.5,80.833,79.722,92.5,96.944,45.833,91.389,86.111,83.889,83.889,97.778,63.611,36.944,42.778,96.111,97.5,96.111,46.944,38.056,32.5,G
38.611,86.944,97.5,98.333,97.778,94.167,36.389,88.056,98.056,98.889,98.333,98.333,96.389,45.556,97.5,98.889,98.889,98.889,97.5,96.667,50,97.5,98.889,97.778,72.778,77.778,95.556,52.5,45.556,53.611,56.944,62.5,79.167,89.444,53.889,36.667,44.167,48.056,53.611,75.833,89.444,57.222,32.222,37.5,41.667,44.444,49.167,95,68.611,H
67.222,53.611,48.611,46.389,42.222,38.611,31.944,70.278,61.667,56.667,54.167,50,46.111,37.778,72.778,67.222,63.056,61.389,58.056,56.667,54.167,96.944,97.778,89.444,71.667,66.667,63.056,85.556,96.944,96.944,96.111,67.5,56.667,49.444,41.944,96.389,96.389,95.833,56.389,47.222,41.667,36.389,96.111,96.389,63.889,44.722,39.444,36.389,31.111,I
70.833,96.111,80.278,48.889,43.611,39.444,33.611,59.722,96.944,95,95.556,97.5,79.722,39.722,63.889,96.944,78.611,98.611,98.611,97.778,95,43.056,62.778,68.889,94.167,97.222,97.778,96.389,40.278,50.833,61.111,90.556,97.778,97.222,93.889,36.111,44.167,55.833,93.333,97.222,96.944,63.056,31.944,37.5,47.222,95.278,96.389,53.333,35.556,J
86.944,98.056,98.333,98.056,97.5,54.167,36.389,96.389,98.333,98.889,98.611,98.889,97.778,90.556,96.667,98.333,98.333,99.444,97.778,98.056,96.389,96.667,98.333,98.333,99.444,97.778,98.333,96.389,97.222,98.333,98.889,99.444,97.778,97.778,95.833,96.944,97.5,98.889,98.889,98.889,97.222,66.944,77.778,98.056,98.333,98.333,98.333,93.056,38.611,A
93.056,88.333,85.833,87.5,97.222,94.444,37.778,91.111,78.889,80,83.056,86.111,89.444,92.222,53.889,67.5,74.444,85.278,91.111,93.889,94.444,47.5,58.333,72.5,97.5,97.778,97.222,97.222,43.611,53.333,93.889,96.389,98.056,96.944,95.556,39.167,46.944,96.111,97.5,98.056,95.278,44.444,33.611,40.833,92.222,97.778,96.667,55.833,35,B
93.333,84.722,53.611,42.778,37.778,33.333,29.722,92.778,79.722,62.778,49.722,43.056,37.778,33.056,68.333,82.5,93.889,58.333,47.5,42.222,37.5,67.5,79.167,84.722,61.111,51.111,45.833,40.833,81.944,82.5,94.722,66.667,57.222,51.111,44.444,53.333,54.167,58.056,96.944,79.444,57.5,50,37.222,43.611,47.222,49.722,51.944,93.889,80,C
43.611,49.167,54.167,78.611,96.944,96.944,49.722,59.444,59.722,64.722,81.667,97.5,97.778,96.111,80.556,71.667,73.889,99.444,97.778,98.333,97.222,94.167,79.444,79.444,98.056,98.333,98.333,97.222,50.556,96.944,83.333,90.278,98.889,97.5,96.944,42.5,95.833,88.056,89.722,93.889,97.778,92.5,36.389,50.556,96.667,97.778,97.778,95.556,41.111,D
32.778,37.5,53.333,96.111,97.222,96.667,58.333,37.778,86.389,97.5,98.056,96.111,68.333,55.833,47.222,81.667,97.5,97.5,81.667,66.389,56.389,55,86.389,97.5,97.5,78.611,68.611,58.611,96.389,98.056,98.889,98.889,98.611,97.5,71.111,96.667,98.333,98.889,99.444,98.333,98.333,96.667,94.444,98.333,98.889,98.611,98.889,97.5,64.167,E
45.278,96.111,98.611,98.056,98.611,98.333,93.611,96.111,98.333,98.889,99.167,98.333,98.056,96.944,97.778,97.778,97.778,97.5,73.611,70.278,59.167,96.667,96.667,96.111,75,67.778,59.444,51.111,97.222,97.222,94.722,74.167,64.722,54.722,45.833,96.111,97.222,96.667,76.389,63.611,50,40.833,46.944,96.944,97.778,96.944,79.722,41.944,34.167,F
36.944,42.778,47.5,50.833,56.667,92.778,48.889,47.778,53.333,54.722,59.444,64.444,90.278,52.778,63.889,61.944,61.111,65,69.167,71.111,57.222,88.611,71.667,70,71.389,74.722,76.944,71.111,77.222,77.778,76.389,76.389,80.278,96.944,95.278,42.222,95.556,80.278,80,81.667,95.556,66.667,34.722,46.944,96.667,83.056,83.611,93.056,36.389,G
42.778,96.389,98.611,98.333,98.333,96.944,42.5,95.556,97.778,98.889,97.222,98.056,97.222,94.444,96.667,98.333,97.222,99.444,97.5,98.333,92.222,96.667,98.889,97.778,99.444,97.778,97.778,96.667,77.222,97.5,84.722,69.167,75.556,81.111,94.167,40.278,46.944,55,60.833,71.389,81.111,66.111,33.611,40,44.167,50.833,68.333,93.333,38.333,H
64.167,51.944,47.222,44.722,40.556,36.667,30.833,68.611,60,55.278,52.222,47.5,42.778,35.833,71.944,66.111,61.667,59.444,55.556,52.5,44.444,96.944,86.389,78.611,72.5,66.944,64.444,90.833,96.944,95.278,81.667,66.944,57.778,53.056,43.889,96.667,96.389,94.167,58.611,49.444,43.333,37.778,96.667,96.944,92.222,46.944,41.389,37.5,31.944,I
36.111,44.444,58.056,83.611,88.611,95.833,47.222,43.056,53.056,64.722,77.5,84.444,88.333,92.778,54.722,66.111,71.667,79.444,83.611,87.778,89.167,97.222,98.333,97.5,99.167,91.111,90.556,97.222,97.5,98.056,73.056,97.5,96.389,93.611,95.278,50.556,55.556,60.278,93.889,97.222,95,90,37.778,43.611,49.722,55.833,95.278,96.389,44.444,J
42.5,96.667,97.778,98.333,97.778,66.389,37.778,86.389,97.5,98.889,98.056,98.889,97.222,77.222,95.833,97.778,97.5,99.444,98.611,98.056,96.667,96.111,98.333,97.222,99.444,97.222,98.333,96.389,96.111,97.5,95.556,98.333,96.389,97.222,94.722,96.944,97.5,98.889,98.611,98.889,97.222,53.611,71.389,97.778,98.333,98.333,97.778,64.722,37.222,A
49.444,77.222,97.222,96.667,53.333,39.444,33.333,51.944,65.833,74.167,86.111,87.5,78.889,38.889,53.611,64.444,73.056,78.611,83.611,93.056,90,56.389,66.667,75,79.167,84.167,86.667,93.056,63.611,95.278,98.611,98.889,98.611,93.889,97.5,97.222,98.056,98.889,98.611,98.889,97.778,92.5,97.778,98.889,98.333,98.889,98.333,95,38.056,B
96.111,90.278,88.056,96.667,63.333,36.111,31.944,65.278,78.611,82.5,85.278,95,43.611,36.389,60.556,71.389,78.889,82.778,94.167,51.944,40.833,60.833,71.389,77.778,94.722,69.444,55.278,45.833,66.389,87.5,91.667,76.667,68.056,58.889,49.167,96.111,86.389,82.5,77.778,71.389,62.778,53.333,49.722,81.111,98.056,98.056,97.222,73.056,66.667,C
44.167,49.722,55.278,78.333,96.944,96.944,45.556,58.333,59.722,63.889,94.722,97.5,97.5,92.778,74.444,69.722,71.944,99.444,96.944,96.667,96.389,92.222,78.056,79.167,86.944,95.833,96.111,96.111,60.833,82.5,82.5,86.944,93.333,96.389,96.389,36.944,79.444,85.278,88.333,91.389,95.278,94.722,32.222,38.611,56.389,97.222,91.389,96.667,45,D
33.056,47.778,89.444,97.778,98.333,97.5,69.444,64.444,97.5,98.333,97.5,82.222,69.167,58.889,60.833,94.722,97.5,90.556,75.278,67.222,56.667,62.778,96.667,98.056,97.778,96.667,69.444,56.111,96.944,98.333,98.611,98.889,98.611,96.389,58.333,97.222,97.778,98.889,98.333,97.778,97.778,90,93.889,97.778,98.611,98.333,98.611,96.389,37.5,E
39.167,93.889,98.333,97.778,97.778,96.944,55.556,91.944,98.056,98.333,97.5,98.611,96.944,94.722,97.5,97.5,97.778,98.333,96.389,95,65,97.778,96.111,97.222,97.778,70.556,63.611,53.333,97.778,97.778,96.944,97.222,68.056,58.333,47.5,77.778,96.944,98.056,96.667,69.444,55,43.056,37.222,44.167,94.444,97.222,95,49.444,36.944,F
95.278,60.833,55.556,53.333,51.389,48.056,33.056,97.222,74.444,64.444,62.222,63.611,71.389,93.611,80.278,97.5,72.222,70.278,72.778,97.222,95,50.556,95.556,77.5,76.389,78.333,97.778,74.722,43.056,68.611,97.222,81.111,81.944,96.111,64.167,36.111,45.278,96.667,97.778,85.833,97.5,75.278,31.389,35.278,39.444,81.111,97.778,98.333,97.5,G
38.333,53.056,96.111,98.611,98.056,98.611,97.222,93.333,97.5,97.5,98.333,98.333,98.056,97.222,97.222,98.056,98.333,98.889,97.778,97.778,94.722,95,98.333,98.889,98.611,98.889,98.056,90.833,46.111,53.056,61.944,69.167,75.833,92.222,44.722,38.611,46.944,53.056,63.333,74.444,88.889,39.722,32.5,38.333,44.722,56.944,83.889,41.944,33.611,H
76.111,55.278,48.889,45.833,41.111,38.056,31.944,75,62.5,56.389,53.333,48.611,44.722,37.222,73.889,67.778,62.5,60,56.111,53.611,47.778,97.222,98.333,98.889,99.167,98.889,98.333,69.722,96.111,94.444,65.278,60.278,55.833,51.389,44.167,95,94.444,58.889,52.778,48.611,43.611,36.944,91.667,90,50.556,45,41.389,36.111,31.944,I
34.722,40,47.222,60.278,90.278,70,63.611,41.111,47.778,56.111,65.556,88.333,63.889,55.278,49.167,59.167,66.389,71.944,89.167,61.111,51.667,96.111,98.889,98.056,98.333,97.222,59.722,49.167,96.667,98.889,93.889,98.333,95,65.278,45.278,69.444,85.833,92.5,96.944,96.944,90,38.889,70,97.778,98.333,98.056,97.5,40.278,30.278,J
34.722,43.889,54.167,95.556,97.778,97.5,77.222,45.278,96.667,98.333,98.333,98.889,98.333,95.556,95,97.778,98.889,98.333,98.889,98.611,96.667,96.111,97.778,98.889,99.444,98.889,98.333,97.222,97.222,97.778,98.889,98.333,98.889,97.222,66.944,96.944,98.611,98.056,98.889,97.778,67.778,42.222,94.167,97.778,97.778,96.667,59.167,40.278,34.167,A
53.889,79.444,81.944,84.722,94.722,79.167,37.778,53.333,66.944,76.389,81.389,85.278,94.722,76.667,53.889,65,74.444,80.278,84.722,88.056,94.167,56.667,68.333,81.111,97.778,98.333,92.778,96.111,86.111,97.5,98.889,98.333,98.889,97.778,96.111,96.667,98.333,98.333,98.889,98.333,95.556,45,97.5,98.056,98.056,97.5,51.944,40.556,35,B
59.167,94.722,97.778,94.722,50.833,40.278,30.278,55.278,68.889,95,90.556,89.444,96.944,36.389,55,63.889,80.556,84.167,87.778,89.167,51.111,56.111,65.278,72.222,82.5,89.722,76.111,53.611,58.889,67.222,88.056,88.889,78.056,68.611,56.111,64.722,91.944,85.833,82.778,78.333,70,59.444,96.389,88.611,86.667,84.444,80.833,76.389,70,C
65.556,57.778,55.556,55,54.444,90.833,54.444,75.278,68.056,68.056,98.333,97.778,98.333,97.222,96.111,75.833,77.222,97.222,97.222,98.056,96.667,92.222,81.389,82.778,97.778,98.333,98.056,96.944,48.611,96.944,86.667,94.167,98.889,97.778,96.667,40,95.556,89.444,93.056,95.556,97.778,64.167,34.722,48.333,96.389,92.778,96.944,53.333,36.389,D
31.667,35.556,55,96.389,98.056,98.056,96.389,38.333,65.556,96.944,98.056,96.944,96.111,62.5,46.944,62.5,94.167,97.5,96.111,69.722,59.722,54.722,88.333,97.5,98.056,96.389,72.778,59.167,96.111,97.778,98.889,98.333,98.889,97.222,64.444,96.667,98.056,96.389,97.5,97.222,97.5,91.944,96.944,98.611,98.611,98.611,98.333,93.889,35.278,E
44.444,95.833,97.778,95.278,94.722,91.389,77.222,95.278,97.222,96.944,98.611,96.667,89.444,95.833,96.944,97.5,97.222,97.5,71.944,68.889,65.278,96.667,95.556,95.556,74.167,67.5,60.278,52.5,97.222,96.111,93.889,71.944,62.778,53.333,45.556,96.389,95.833,95.833,72.222,58.889,47.222,39.444,91.111,97.5,97.5,92.778,53.056,38.611,32.5,F
45.278,50.278,51.389,55.556,62.222,92.778,45.278,64.444,61.111,60.278,64.722,81.389,92.5,51.111,78.056,71.667,68.889,71.944,84.167,71.944,55.278,95,78.056,75.278,75.556,87.222,75,66.389,76.944,95.278,81.111,81.389,91.667,97.778,97.222,40.556,96.667,88.889,84.167,86.389,98.333,95.556,34.444,43.333,96.667,97.778,98.056,97.222,45.833,G
94.722,98.333,98.611,98.333,98.333,96.667,50.278,97.222,98.889,98.889,99.444,97.778,98.333,96.667,97.5,98.611,98.889,98.889,98.889,97.778,90.833,47.5,58.056,64.444,67.5,71.667,95,94.722,40.278,47.222,54.444,59.722,66.389,91.667,94.444,35.556,41.111,46.944,52.778,61.667,91.667,94.444,31.389,36.111,40.278,44.444,53.333,94.444,66.389,H
93.889,55.833,48.056,44.167,40.556,36.111,30.833,89.444,63.611,55.833,51.389,45.833,41.944,35.556,92.5,69.167,62.5,58.056,53.056,49.167,41.667,96.667,98.333,98.611,98.611,98.333,81.111,55.278,95,95.833,66.667,61.667,58.889,56.111,51.944,91.667,91.944,60,54.444,51.111,46.111,39.722,91.111,66.389,51.111,45.833,43.333,38.056,33.056,I
33.333,41.944,92.222,83.333,81.389,84.722,38.056,39.444,63.333,83.889,78.056,73.056,65.833,45.278,41.111,62.5,73.889,73.611,69.167,60.278,48.333,48.056,71.111,78.056,74.444,70,63.056,51.111,60,74.167,91.667,95.833,78.333,71.944,58.611,96.944,86.389,96.944,92.222,92.5,91.944,96.111,53.611,76.944,93.611,95.556,92.222,90.556,87.778,J
41.389,95.556,98.056,98.333,98.056,95,40.278,95.556,98.333,98.889,98.333,98.889,98.333,95.556,96.111,97.778,98.889,99.444,98.889,97.778,96.667,96.667,98.333,98.333,99.444,98.889,98.333,97.222,97.222,98.333,98.889,98.889,98.889,97.778,95,96.667,98.333,98.889,98.889,98.889,97.778,90.278,97.222,98.333,98.333,98.889,98.056,68.333,37.222,A
97.778,84.167,83.611,96.944,80.278,42.222,34.167,65.556,75,80,82.778,85,95.278,46.111,60,69.444,76.944,80.556,84.167,86.111,93.333,58.056,68.333,76.111,80.833,84.444,87.5,93.889,60,71.111,81.944,96.389,98.056,97.778,91.111,74.444,89.722,98.056,98.333,97.778,93.889,38.056,95.833,97.778,98.056,93.889,46.111,36.944,32.222,B
97.222,97.778,90.556,45.278,38.333,34.167,30.278,66.944,74.167,92.5,52.5,44.167,38.611,34.722,61.111,70,75.556,58.333,48.333,42.778,38.056,60.556,68.611,92.778,62.222,53.889,46.944,41.389,61.111,85.278,75.556,65.556,57.5,52.5,44.722,93.056,81.111,75.833,68.611,63.889,57.5,50,86.111,84.722,88.611,98.611,96.944,66.111,62.5,C
67.5,57.778,53.056,51.667,48.333,44.167,34.444,95.278,66.944,63.611,62.778,67.5,97.778,93.611,96.667,73.333,71.667,92.778,98.889,98.333,97.222,92.778,78.889,78.611,98.333,98.333,98.333,97.222,77.778,97.5,85.556,98.889,98.889,97.778,96.667,40,96.111,88.056,94.444,97.778,97.778,64.167,33.333,45.278,96.944,98.056,97.222,64.722,36.111,D
42.778,85.278,95.556,94.722,97.222,95,52.5,86.389,97.5,98.889,95.278,96.111,96.389,97.222,92.222,98.333,98.889,98.333,98.889,98.056,71.111,66.389,96.944,98.333,98.333,98.056,93.889,50.278,70.278,96.389,98.056,97.778,91.111,55,44.444,97.778,98.333,98.333,98.333,94.167,47.5,39.167,97.222,97.778,98.333,98.333,91.111,40,33.611,E
34.444,42.222,95.556,97.5,98.333,97.778,90.556,41.944,96.111,96.667,98.056,96.944,91.944,60.556,91.111,97.222,97.5,96.667,96.111,73.889,60.278,97.222,98.611,98.333,98.889,97.222,97.222,73.333,96.667,97.778,97.222,99.444,97.222,98.333,95.556,97.222,98.056,98.611,98.333,97.778,97.5,69.444,77.222,97.778,98.056,97.778,96.667,50.833,36.667,F
41.944,49.444,54.444,63.333,95,54.444,41.389,88.056,62.222,64.722,89.722,89.444,66.389,52.778,97.778,76.389,73.889,99.444,82.222,78.611,96.667,97.5,83.889,81.667,98.611,86.944,89.167,91.667,96.667,86.944,86.667,98.056,98.889,97.222,53.889,45.278,95.833,87.222,94.444,97.778,95.556,41.944,35.833,44.167,96.111,97.5,96.944,44.722,35.833,G
48.333,96.389,98.611,98.889,98.889,98.889,97.222,97.222,98.889,98.889,98.889,98.056,97.778,94.722,94.722,98.333,98.889,95.556,81.111,97.778,68.056,49.722,58.889,65.833,71.389,76.111,94.444,47.222,43.333,51.944,58.889,67.778,74.444,93.889,42.222,38.333,45.833,54.444,66.111,93.333,53.056,37.222,33.333,37.778,46.389,68.056,91.111,36.944,31.944,H
45,64.722,51.667,45.556,41.944,36.389,31.667,61.111,67.778,59.444,53.333,49.722,43.056,36.667,90.833,70.833,65.556,59.167,55.833,51.111,44.444,95.833,97.778,98.333,98.611,98.333,95.833,59.444,96.389,96.944,96.667,68.889,59.722,56.111,50.278,96.944,96.944,95,56.111,49.722,44.722,38.611,96.944,96.944,51.944,45.833,42.222,38.333,32.5,I
37.222,45.556,49.167,55,63.611,92.222,52.778,94.444,97.222,70,65.556,71.944,85.278,59.722,96.944,97.778,97.5,77.222,78.889,83.611,95.556,70,80.833,97.222,98.889,90,86.389,90.556,53.889,68.889,91.667,98.333,93.056,88.611,89.444,48.611,68.333,95.833,97.778,94.722,92.778,95,38.056,96.111,98.056,98.333,95,93.889,38.611,J
86.667,98.056,98.889,98.333,98.889,98.333,94.167,96.944,98.333,98.889,99.444,98.889,98.611,96.944,96.667,98.333,98.889,99.444,98.056,98.333,96.667,97.222,98.333,98.889,99.444,98.333,98.333,96.667,96.944,98.611,98.889,99.444,98.889,97.778,96.667,54.444,97.5,98.611,98.333,98.889,97.778,64.167,39.167,77.778,97.5,98.056,96.944,46.111,36.111,A
95,93.611,47.5,42.778,38.056,34.722,30.278,67.5,76.111,57.222,49.167,44.722,38.889,34.167,61.389,70.556,95.556,80,51.667,45.278,39.167,58.889,70.278,77.5,84.444,92.222,92.778,44.722,60,76.944,84.722,86.667,89.167,90.833,95,91.944,98.333,98.889,98.889,98.889,98.889,97.222,77.5,98.056,98.889,98.333,98.611,96.944,51.111,B
73.056,96.667,93.333,43.333,36.667,33.056,30,62.5,71.111,83.056,92.5,41.111,37.222,32.778,60.833,68.333,75.278,79.722,90.833,41.944,36.111,61.944,69.722,76.111,85.833,89.722,49.444,40.556,65.278,73.333,93.333,84.722,68.611,55.278,46.111,95,95.833,84.444,79.444,71.944,63.056,51.111,96.944,98.333,88.611,98.056,76.389,71.944,67.222,C
41.944,91.111,87.5,80.278,59.444,43.889,35.278,94.167,89.167,85.833,77.778,68.056,56.944,42.222,90.556,90.278,88.333,89.722,97.778,97.778,90.556,91.944,91.667,92.222,99.444,97.5,97.5,96.667,93.056,93.611,95.833,99.444,97.778,97.778,96.389,96.389,95,98.889,98.056,96.944,97.778,89.722,72.778,96.667,98.333,97.778,97.778,63.889,35.833,D
97.5,98.333,97.778,97.222,51.944,38.611,32.778,96.944,97.778,97.222,96.111,56.667,46.389,38.333,93.611,97.778,97.222,73.333,61.389,52.222,43.889,66.111,95.278,94.444,78.056,64.722,57.778,48.611,91.944,98.333,98.611,97.778,98.333,93.889,56.667,91.389,97.778,97.778,98.333,98.611,97.778,97.222,45.278,97.222,98.611,98.056,98.889,97.778,92.5,E
41.111,51.111,56.111,96.944,97.778,97.222,64.444,97.5,98.333,98.333,98.333,93.889,76.111,70.278,97.778,97.5,97.778,97.778,76.944,70.833,60,97.778,97.222,97.5,98.333,93.056,68.889,57.222,96.389,98.333,97.5,98.889,96.944,78.056,56.944,91.944,97.222,98.611,97.5,98.889,96.944,77.222,36.111,77.778,98.056,98.333,98.333,97.778,64.722,F
60.278,60.556,95,94.167,51.389,44.722,38.056,97.222,76.667,97.222,96.667,64.444,57.5,52.222,91.389,86.944,89.167,99.444,73.611,70.833,95.833,95.833,90.833,92.222,98.056,80.833,81.111,95,66.667,97.778,93.611,98.056,86.111,97.222,64.167,45,97.222,93.889,98.333,90.556,96.111,41.111,37.778,77.778,97.5,98.056,96.944,45,34.722,G
52.5,96.944,98.333,98.889,98.889,98.333,97.222,97.222,98.333,98.333,98.611,97.778,97.5,94.444,97.778,98.889,98.611,98.889,97.778,97.778,95,72.222,96.667,98.889,65.278,67.222,75.278,90.278,39.444,45.833,53.056,56.111,60.278,66.944,88.889,34.444,39.167,44.722,48.333,53.333,59.444,88.333,29.722,34.444,36.667,41.111,45.556,50.833,90,H
96.111,94.444,56.944,49.722,44.722,40.278,33.889,85.278,91.389,64.722,58.333,51.944,47.778,40.556,76.944,77.222,69.167,64.444,61.667,57.222,53.889,92.222,97.222,73.889,67.778,64.167,61.389,58.611,91.667,95.833,69.722,60.556,55,50.833,42.222,95,96.667,66.389,51.944,47.222,43.056,35.833,96.111,96.111,51.667,45.556,40.556,36.944,31.389,I
37.778,53.611,76.389,86.111,89.167,78.056,38.611,43.889,62.778,78.611,85.833,90.278,91.389,94.444,47.222,96.667,96.667,98.611,95.556,93.889,97.5,53.056,96.389,98.333,97.222,98.611,96.667,93.056,56.944,75,95,97.5,97.5,94.444,44.444,65.278,96.944,97.222,96.667,96.944,49.444,38.611,97.778,97.5,98.056,98.333,90.556,37.778,32.222,J
96.667,96.944,61.111,56.111,49.167,38.889,33.056,97.778,98.889,98.611,98.889,98.333,96.667,40.556,97.222,98.056,98.889,98.611,97.778,98.056,93.056,96.667,98.333,98.333,99.444,97.778,98.333,96.667,96.389,98.056,97.778,99.444,98.889,98.333,97.222,95.556,97.5,98.889,97.778,98.889,97.778,92.5,44.167,97.5,98.611,98.333,98.611,97.5,41.389,A
94.444,84.444,97.222,79.444,44.167,37.5,32.778,61.389,70.278,77.778,81.944,92.778,44.444,37.222,57.222,67.5,74.167,81.111,86.944,92.778,42.778,56.389,67.778,78.889,86.944,89.444,96.389,93.611,56.944,94.444,98.333,98.889,98.333,98.889,97.778,86.111,97.5,98.889,98.889,98.889,98.056,97.222,77.5,98.056,98.611,98.333,98.611,96.667,46.667,B
75,95.556,54.722,39.722,35.556,32.778,29.167,62.5,71.389,79.167,93.333,40.278,36.389,33.056,60.556,68.333,74.722,79.167,75.556,40.278,35.278,60.833,68.611,75.278,78.333,65,48.889,39.444,63.333,71.667,86.667,84.167,65.833,54.444,45.833,74.444,93.611,83.889,76.944,69.722,61.389,51.667,96.667,98.333,98.056,81.389,75.278,70.833,66.111,C
38.056,84.722,79.722,60.556,49.444,42.778,33.889,73.333,88.611,78.889,71.111,70,93.056,43.333,96.111,86.944,86.667,97.5,98.889,97.778,96.667,90.556,90.833,97.778,99.444,97.778,98.333,97.778,91.111,95.278,96.944,99.444,97.5,97.5,95.278,94.722,97.222,98.611,98.611,97.778,97.778,89.722,94.167,98.333,98.333,98.056,97.778,64.444,35.833,D
86.389,96.944,98.889,64.722,63.611,85.278,72.222,96.944,98.889,95.278,79.722,74.722,96.111,56.667,97.222,98.333,98.333,98.889,97.778,70.278,57.222,52.222,65.833,78.889,97.222,97.5,77.222,60,44.444,55.278,92.778,97.778,98.333,97.778,94.167,38.889,46.667,94.167,98.333,98.333,98.333,97.778,33.889,39.722,67.222,97.222,98.333,97.778,93.056,E
40.556,88.333,97.778,98.056,83.333,80.833,76.667,96.667,97.778,97.778,97.222,80.556,74.167,63.889,97.778,98.333,97.778,97.222,78.611,71.944,62.5,97.222,98.333,97.778,96.111,80.556,73.889,64.722,96.667,97.778,98.889,98.056,85.833,86.667,94.167,46.667,97.5,98.611,98.611,98.889,98.333,95.556,36.111,44.722,94.444,97.778,97.778,92.778,38.889,F
